  -1.00000000000000       5.000000000000000E-010
 -0.894736842105263       6.245674740484429E-010
 -0.789473684210526       8.022222222222223E-010
 -0.684210526315789       1.068047337278107E-009
 -0.578947368421053       1.491735537190083E-009
 -0.473684210526316       2.228395061728395E-009
 -0.368421052631579       3.683673469387753E-009
 -0.263157894736842       7.219999999999995E-009
 -0.157894736842105       2.005555555555554E-008
 -5.263157894736847E-002  1.804999999999994E-007
  5.263157894736836E-002  1.805000000000005E-007
  0.157894736842105       2.005555555555555E-008
  0.263157894736842       7.220000000000007E-009
  0.368421052631579       3.683673469387756E-009
  0.473684210526316       2.228395061728397E-009
  0.578947368421053       1.491735537190083E-009
  0.684210526315789       1.068047337278107E-009
  0.789473684210526       8.022222222222223E-010
  0.894736842105263       6.245674740484431E-010
